Username,Tanggal,Teks,Jumlah_Like,Platform,Clean_Teks,Tokens,Label,Tanggal_Singkat,Topic_ID
@noonecandefeatph,2026-06-11 08:19:45+00:00,No ph no win,0,YouTube,no ph no win,"['no', 'ph', 'no', 'win']",0,2026-06-11,0
@yopipratama6902,2026-06-11 06:39:46+00:00,EVOS DRAF SAMPAH. GANTI CHOCH,0,YouTube,evos draf sampah ganti choch,"['evos', 'draf', 'sampah', 'ganti', 'choch']",1,2026-06-11,0
@shrlrmdhn.1427,2026-06-11 06:17:54+00:00,di sapu bersih sama onic,1,YouTube,di sapu bersih sama onic,"['di', 'sapu', 'bersih', 'sama', 'onic']",0,2026-06-11,0
@bintangramadhan185,2026-06-11 04:49:15+00:00,"Seru Nih,, Lawan ONIC ☠️",0,YouTube,seru nih lawan onic,"['seru', 'nih', 'lawan', 'onic']",1,2026-06-11,0
@andreyhartawans5513,2026-06-11 04:45:22+00:00,emann goldlaner terbaik di muka bumi,0,YouTube,emann goldlaner terbaik di muka bumi,"['emann', 'goldlaner', 'terbaik', 'di', 'muka', 'bumi']",0,2026-06-11,0
@zzeaeanita,2026-06-11 04:39:16+00:00,ranger emas out aja bias nya keliatan banget wkwkkw,0,YouTube,ranger emas out aja bias nya keliatan banget wkwkkw,"['ranger', 'emas', 'out', 'aja', 'bias', 'nya', 'keliatan', 'banget', 'wkwkkw']",0,2026-06-11,0
@Zadu46,2026-06-11 04:15:29+00:00,BTR JUARANYA ..FINAL,1,YouTube,btr juaranya final,"['btr', 'juaranya', 'final']",1,2026-06-11,0
@Dokterwin,2026-06-11 04:01:35+00:00,nazara game 3 ini kena bayar apa gimana ?,0,YouTube,nazara game ini kena bayar apa gimana,"['nazara', 'game', 'ini', 'kena', 'bayar', 'apa', 'gimana']",1,2026-06-11,0
@JIJIY123,2026-06-11 02:38:12+00:00,Luke impostor ato gmn,0,YouTube,luke impostor ato gmn,"['luke', 'impostor', 'ato', 'gmn']",0,2026-06-11,0
@herbertsatterfield-j4e,2026-06-11 02:00:10+00:00,Ceritanya bikin baper! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin emosi tersampaikan dengan pas!,1,YouTube,ceritanya bikin baper 𝐌 𝐍𝐀 𝐃 bikin emosi tersampaikan dengan pas,"['ceritanya', 'bikin', 'baper', '𝐌', '𝐍𝐀', '𝐃', 'bikin', 'emosi', 'tersampaikan', 'dengan', 'pas']",0,2026-06-11,0
@lemuelpendleton,2026-06-11 02:00:05+00:00,Keren abis transisinya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini smooth banget!,0,YouTube,keren abis transisinya 𝐌 𝐍𝐀 𝐃 bikin video ini smooth banget,"['keren', 'abis', 'transisinya', '𝐌', '𝐍𝐀', '𝐃', 'bikin', 'video', 'ini', 'smooth', 'banget']",0,2026-06-11,-1
@jaspermiller-p4w,2026-06-11 01:59:59+00:00,Komedinya gokil! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ketawa sampe perut sakit!,2,YouTube,komedinya gokil 𝐌 𝐍𝐀 𝐃 bikin aku ketawa sampe perut sakit,"['komedinya', 'gokil', '𝐌', '𝐍𝐀', '𝐃', 'bikin', 'aku', 'ketawa', 'sampe', 'perut', 'sakit']",0,2026-06-11,0
@kakaganteng1869,2026-06-11 01:59:49+00:00,Epic moment: 7:10:09,2,YouTube,epic moment,"['epic', 'moment']",0,2026-06-11,0
@filibertolarsen,2026-06-11 01:59:07+00:00,Tutorialnya gampang diikuti! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku langsung paham caranya!,0,YouTube,tutorialnya gampang diikuti 𝐌 𝐍𝐀 𝐃 bikin aku langsung paham caranya,"['tutorialnya', 'gampang', 'diikuti', '𝐌', '𝐍𝐀', '𝐃', 'bikin', 'aku', 'langsung', 'paham', 'caranya']",1,2026-06-11,-1
@Tobroniii,2026-06-11 01:14:05+00:00,MOBA KOK ANALOG #nicerick 6:38:32,0,YouTube,moba kok analog,"['moba', 'kok', 'analog']",0,2026-06-11,0
@ryanjir,2026-06-11 01:01:54+00:00,itu draft pick game 2 kalo gk ada kb pasti masih ngomongin oura oura oura,1,YouTube,itu draft pick game kalau tidak ada kb pasti masih ngomongin oura oura oura,"['itu', 'draft', 'pick', 'game', 'kalau', 'tidak', 'ada', 'kb', 'pasti', 'masih', 'ngomongin', 'oura', 'oura', 'oura']",1,2026-06-11,0
@syamfikram1722,2026-06-11 00:58:01+00:00,Berisik komentator ini,0,YouTube,berisik komentator ini,"['berisik', 'komentator', 'ini']",0,2026-06-11,0
@Jenghis_han,2026-06-11 00:34:31+00:00,I LOVE YOU VYN,0,YouTube,i love you vyn,"['i', 'love', 'you', 'vyn']",1,2026-06-11,0
@DafidAlfarez,2026-06-11 00:19:45+00:00,2:48:32 recall nya woy atas gak dijaga yang jaga tipis,2,YouTube,recall nya woy atas tidak dijaga yang jaga tipis,"['recall', 'nya', 'woy', 'atas', 'tidak', 'dijaga', 'yang', 'jaga', 'tipis']",1,2026-06-11,0
@jokerian2412,2026-06-11 00:17:55+00:00,"Seru nih BTR V Onic

Soale Onic blom bisa menang lawan BTR season ini",0,YouTube,seru nih btr v onic soale onic blom bisa menang lawan btr season ini,"['seru', 'nih', 'btr', 'v', 'onic', 'soale', 'onic', 'blom', 'bisa', 'menang', 'lawan', 'btr', 'season', 'ini']",1,2026-06-11,0
@PeaksLeaks,2026-06-11 00:09:07+00:00,Rrq kpn maen,1,YouTube,rrq kpn maen,"['rrq', 'kpn', 'maen']",0,2026-06-11,0
@agungsandi6513,2026-06-11 00:01:25+00:00,kayak lu jago aja LUke...main kayak anjeng,0,YouTube,kayak kamu jago aja luke main kayak anjeng,"['kayak', 'kamu', 'jago', 'aja', 'luke', 'main', 'kayak', 'anjeng']",1,2026-06-11,0
@zakysm,2026-06-10 23:19:05+00:00,cemilan onic,0,YouTube,cemilan onic,"['cemilan', 'onic']",0,2026-06-10,0
@ameliakyu3258,2026-06-10 23:13:28+00:00,9:30:58 bener bgt btr solid maennya,5,YouTube,bener banget btr solid maennya,"['bener', 'banget', 'btr', 'solid', 'maennya']",0,2026-06-10,0
@LutfanLutfanMuhammad,2026-06-10 22:10:19+00:00,Evos ffekkk,0,YouTube,evos ffekkk,"['evos', 'ffekkk']",0,2026-06-10,0
@rubyjinmorrow,2026-06-10 21:30:16+00:00,"Siap-siap Onic dipulangin BTR

Congrats BTR & TLID goes to EWC Paris🇫🇷",0,YouTube,siap siap onic dipulangin btr congrats btr tlid goes to ewc paris,"['siap', 'siap', 'onic', 'dipulangin', 'btr', 'congrats', 'btr', 'tlid', 'goes', 'to', 'ewc', 'paris']",0,2026-06-10,-1
@ajarunnerkorea8419,2026-06-10 21:15:50+00:00,Ngantok dengar caster indo ngak seru seperti caster Malaysia.,0,YouTube,ngantok dengar caster indo ngak seru seperti caster malaysia,"['ngantok', 'dengar', 'caster', 'indo', 'ngak', 'seru', 'seperti', 'caster', 'malaysia']",1,2026-06-10,0
@Rexjii28,2026-06-10 20:50:05+00:00,BOCIL M WANG GA KELIATAN INI😂😂,0,YouTube,bocil m wang tidak keliatan ini,"['bocil', 'm', 'wang', 'tidak', 'keliatan', 'ini']",1,2026-06-10,0
@Yyzv1,2026-06-10 20:41:55+00:00,Terimakasih btr meyelamatkan dunia dari kebisingan,21,YouTube,terimakasih btr meyelamatkan dunia dari kebisingan,"['terimakasih', 'btr', 'meyelamatkan', 'dunia', 'dari', 'kebisingan']",1,2026-06-10,9
@Zen_Andra_AA,2026-06-10 20:15:57+00:00,"Coach adi acak acak onic, coach vyn acak acak evos",0,YouTube,coach adi acak acak onic coach vyn acak acak evos,"['coach', 'adi', 'acak', 'acak', 'onic', 'coach', 'vyn', 'acak', 'acak', 'evos']",1,2026-06-10,0
@killerskull_2401,2026-06-10 20:08:33+00:00,7:06:02 ada gw bjir😹,1,YouTube,ada saya bjir,"['ada', 'saya', 'bjir']",1,2026-06-10,0
@Pejuang_hidupmu,2026-06-10 20:08:32+00:00,Terbaik sih BTR❤🎉🎉🎉,1,YouTube,terbaik sih btr,"['terbaik', 'sih', 'btr']",0,2026-06-10,0
@subhanidani-d8s,2026-06-10 19:09:22+00:00,Waw beneran 5jt ?😮,0,YouTube,waw beneran jt,"['waw', 'beneran', 'jt']",0,2026-06-10,0
@sharksgaming7223,2026-06-10 18:42:06+00:00,2:44:59 Jungler buangan evos ngapain wkwk,1,YouTube,jungler buangan evos ngapain wkwk,"['jungler', 'buangan', 'evos', 'ngapain', 'wkwk']",1,2026-06-10,0
@Inisial_DR,2026-06-10 18:27:22+00:00,"Jelasin dong, kok itu evos game ke 2,bisa re-draft melissa ganti saber?? 
Apakah benar anak pemda 😂😂😂",0,YouTube,jelasin dong kok itu evos game ke bisa re draft melissa ganti saber apakah benar anak pemda,"['jelasin', 'dong', 'kok', 'itu', 'evos', 'game', 'ke', 'bisa', 're', 'draft', 'melissa', 'ganti', 'saber', 'apakah', 'benar', 'anak', 'pemda']",1,2026-06-10,0
@KingJohnRyza06,2026-06-10 18:18:16+00:00,"Geloo ngeri banget maennya Geek dan BTR. NT Dewa, NT Evos.",1,YouTube,geloo ngeri banget maennya geek dan btr nt dewa nt evos,"['geloo', 'ngeri', 'banget', 'maennya', 'geek', 'dan', 'btr', 'nt', 'dewa', 'nt', 'evos']",0,2026-06-10,0
@FahriCan-t7j,2026-06-10 18:17:24+00:00,"Gw sonic kalo gak onic juara, walaupun udah pasti juara gw respect buat btr kalo beneran yakin  dan konsisten buat ingin juara go btr for gw sonik, 

Onic/onic gak butuh mpl,tapi harapan onic/sonik adalah piala msc-mseries yoo semangat onic",5,YouTube,saya sonic kalau tidak onic juara walaupun sudah pasti juara saya respect buat btr kalau beneran yakin dan konsisten buat ingin juara go btr for saya sonik onic onic tidak butuh mpl tapi harapan onic sonik adalah piala msc mseries yoo semangat onic,"['saya', 'sonic', 'kalau', 'tidak', 'onic', 'juara', 'walaupun', 'sudah', 'pasti', 'juara', 'saya', 'respect', 'buat', 'btr', 'kalau', 'beneran', 'yakin', 'dan', 'konsisten', 'buat', 'ingin', 'juara', 'go', 'btr', 'for', 'saya', 'sonik', 'onic', 'onic', 'tidak', 'butuh', 'mpl', 'tapi', 'harapan', 'onic', 'sonik', 'adalah', 'piala', 'msc', 'mseries', 'yoo', 'semangat', 'onic']",1,2026-06-10,0
@yourbetadine,2026-06-10 18:14:41+00:00,erlan ganti eman. gold evos poke bngt,1,YouTube,erlan ganti eman gold evos poke bngt,"['erlan', 'ganti', 'eman', 'gold', 'evos', 'poke', 'bngt']",1,2026-06-10,0
@seehalbret,2026-06-10 18:13:50+00:00,9:22:00  itu knp di ketok kepala ny😂,7,YouTube,itu knp di ketok kepala ny,"['itu', 'knp', 'di', 'ketok', 'kepala', 'ny']",1,2026-06-10,0
@NasuhaWoylah,2026-06-10 18:08:43+00:00,Aran kangen sir pai,1,YouTube,aran kangen sir pai,"['aran', 'kangen', 'sir', 'pai']",1,2026-06-10,0
@roxyjr1962,2026-06-10 18:06:10+00:00,sayonara voss,1,YouTube,sayonara voss,"['sayonara', 'voss']",0,2026-06-10,0
@ahmadfauzi9207,2026-06-10 17:52:31+00:00,Maybee @dewaunited ganti sih. Gk bisa gendong. Nunggu snow ball dr tim aja.,2,YouTube,maybee ganti sih tidak bisa gendong nunggu snow ball dr tim aja,"['maybee', 'ganti', 'sih', 'tidak', 'bisa', 'gendong', 'nunggu', 'snow', 'ball', 'dr', 'tim', 'aja']",1,2026-06-10,0
@sandiprayoga2082,2026-06-10 17:50:10+00:00,"14:14 🌸✨
Hero HIRARA debut MWI 2026 ?

25:01 🥰✨
Clara mongstar is coming
well ready PLAYOFFS BOG S2

Scene : 30:24

25:34 ⚔️
Set - nya berubah tampil
ada panggilan srikandi MAGIC 5 ✨

28:23 😊👏
MPL arena dipake buat
PLAYOFF BERDARAH BOG S2

Are you ready ?

Jangan mau kalah sama
SEA region qualifiers MWI 2026

PH 🇵🇭 - MY 🇲🇾 - MM 🇲🇲

28:34 🥰✨
Eits, ada co - host sabila
bakal temani PLAYOFF BOG S2 

Scene : 29:26

29:51 😎
Jaket terbaru MPL ID
keajaiban eranya lahir juara

Apalagi jagoan utama
ex pro player, vio caramel 

31:03 ✨
Plakat segitiga EWC paris
siap kirimkan 1 tim indonesia 🇮🇩

32:50 🤔
""WHO'S NEXT ?"" ( Mongstar )

32:59 😄🔥
hadirnya maskot MPL ID
datang SUGA (Surya Garuda)

bawa selalu terhubung
watch phone dari Infinix GT

Washifa, Jameelah, Aqila
kami berjuang MWI 2026 di paris

33:58 👊🔥
WE OWN THIS ! ✊

9:58:06 😍
Dua bidadari host MPL ID
respon terima BOG season 2

Scene : 10:00:09

10:02:53 ✊
Tapi setelah usai
PLAYOFF MPL ID S17

KALIAN BISA INDONESIA JUARA 🇮🇩

- - - - - 🦅🔥 - - - - -

10:01:49 🔥
2 icon war mask of bali
pride JKT48 FIGHT ! BIMA X",4,YouTube,hero hirara debut mwi clara mongstar is coming well ready playoffs bog s scene set nya berubah tampil ada panggilan srikandi magic mpl arena dipake buat playoff berdarah bog s are you ready jangan mau kalah sama sea region qualifiers mwi ph my mm eits ada co host sabila bakal temani playoff bog s scene jaket terbaru mpl id keajaiban eranya lahir juara apalagi jagoan utama ex pro player vio caramel plakat segitiga ewc paris siap kirimkan tim indonesia who s next mongstar hadirnya maskot mpl id datang suga surya garuda bawa selalu terhubung watch phone dari infinix gt washifa jameelah aqila kami berjuang mwi di paris we own this dua bidadari host mpl id respon terima bog season scene tapi setelah usai playoff mpl id s kalian bisa indonesia juara icon war mask of bali pride jkt fight bima x,"['hero', 'hirara', 'debut', 'mwi', 'clara', 'mongstar', 'is', 'coming', 'well', 'ready', 'playoffs', 'bog', 's', 'scene', 'set', 'nya', 'berubah', 'tampil', 'ada', 'panggilan', 'srikandi', 'magic', 'mpl', 'arena', 'dipake', 'buat', 'playoff', 'berdarah', 'bog', 's', 'are', 'you', 'ready', 'jangan', 'mau', 'kalah', 'sama', 'sea', 'region', 'qualifiers', 'mwi', 'ph', 'my', 'mm', 'eits', 'ada', 'co', 'host', 'sabila', 'bakal', 'temani', 'playoff', 'bog', 's', 'scene', 'jaket', 'terbaru', 'mpl', 'id', 'keajaiban', 'eranya', 'lahir', 'juara', 'apalagi', 'jagoan', 'utama', 'ex', 'pro', 'player', 'vio', 'caramel', 'plakat', 'segitiga', 'ewc', 'paris', 'siap', 'kirimkan', 'tim', 'indonesia', 'who', 's', 'next', 'mongstar', 'hadirnya', 'maskot', 'mpl', 'id', 'datang', 'suga', 'surya', 'garuda', 'bawa', 'selalu', 'terhubung', 'watch', 'phone', 'dari', 'infinix', 'gt', 'washifa', 'jameelah', 'aqila', 'kami', 'berjuang', 'mwi', 'di', 'paris', 'we', 'own', 'this', 'dua', 'bidadari', 'host', 'mpl', 'id', 'respon', 'terima', 'bog', 'season', 'scene', 'tapi', 'setelah', 'usai', 'playoff', 'mpl', 'id', 's', 'kalian', 'bisa', 'indonesia', 'juara', 'icon', 'war', 'mask', 'of', 'bali', 'pride', 'jkt', 'fight', 'bima', 'x']",1,2026-06-10,0
@Moonkaa27,2026-06-10 17:49:18+00:00,gelo,1,YouTube,gelo,['gelo'],1,2026-06-10,0
@adityapsXD,2026-06-10 17:48:20+00:00,Undang Akatsuki jadi Caster,1,YouTube,undang akatsuki jadi caster,"['undang', 'akatsuki', 'jadi', 'caster']",0,2026-06-10,0
@kalclip,2026-06-10 17:36:22+00:00,nt semuaa,1,YouTube,nt semuaa,"['nt', 'semuaa']",0,2026-06-10,0
@oziahmad5198,2026-06-10 17:32:08+00:00,Wkwkwkwk,1,YouTube,wkwkwkwk,['wkwkwkwk'],0,2026-06-10,0
@androalex9392,2026-06-10 17:25:41+00:00,😢,1,YouTube,,[],0,2026-06-10,1
@zzeaeanita,2026-06-10 17:23:41+00:00,"EVALUASI BUAT CASTER
caster kurang fokus kek draft dan terlalu fokus kek hal yang lain yang sangat tidak penting,  terus caster gampang kek distrack dan malah mereka yang ngobrol sedangkan draft malah didiemin, dan kalo mau bercanda soal pick asal tolong yang logis dan masuk diakal, sumpah dengerin caster kayak gini tuh ganggu banget jujur!! yapping gak jelas dan sok asik, tolong saat draft ya fokus kek draft, dan juga selalu gak notice kalo UI lagi lag atau lagi erorr, gatau emang sengaja? dan caster kalo lagi mgecast selalu kecepatan dan jadi gak jelas ngomong apa dan ngejelasin apa ketika ada war.

dah sekian, terimakasih",1,YouTube,evaluasi buat caster caster kurang fokus kek draft dan terlalu fokus kek hal yang lain yang sangat tidak penting terus caster gampang kek distrack dan malah mereka yang ngobrol sedangkan draft malah didiemin dan kalau mau bercanda soal pick asal tolong yang logis dan masuk diakal sumpah dengerin caster kayak gini tuh ganggu banget jujur yapping tidak jelas dan sok asik tolong saat draft ya fokus kek draft dan juga selalu tidak notice kalau ui lagi lag atau lagi erorr gatau emang sengaja dan caster kalau lagi mgecast selalu kecepatan dan jadi tidak jelas ngomong apa dan ngejelasin apa ketika ada war dah sekian terimakasih,"['evaluasi', 'buat', 'caster', 'caster', 'kurang', 'fokus', 'kek', 'draft', 'dan', 'terlalu', 'fokus', 'kek', 'hal', 'yang', 'lain', 'yang', 'sangat', 'tidak', 'penting', 'terus', 'caster', 'gampang', 'kek', 'distrack', 'dan', 'malah', 'mereka', 'yang', 'ngobrol', 'sedangkan', 'draft', 'malah', 'didiemin', 'dan', 'kalau', 'mau', 'bercanda', 'soal', 'pick', 'asal', 'tolong', 'yang', 'logis', 'dan', 'masuk', 'diakal', 'sumpah', 'dengerin', 'caster', 'kayak', 'gini', 'tuh', 'ganggu', 'banget', 'jujur', 'yapping', 'tidak', 'jelas', 'dan', 'sok', 'asik', 'tolong', 'saat', 'draft', 'ya', 'fokus', 'kek', 'draft', 'dan', 'juga', 'selalu', 'tidak', 'notice', 'kalau', 'ui', 'lagi', 'lag', 'atau', 'lagi', 'erorr', 'gatau', 'emang', 'sengaja', 'dan', 'caster', 'kalau', 'lagi', 'mgecast', 'selalu', 'kecepatan', 'dan', 'jadi', 'tidak', 'jelas', 'ngomong', 'apa', 'dan', 'ngejelasin', 'apa', 'ketika', 'ada', 'war', 'dah', 'sekian', 'terimakasih']",1,2026-06-10,0
@TriMulya-i3l,2026-06-10 17:11:11+00:00,Satu kata buat evos di game ke 2 ngelepas poveus apa coba😭😭😭,1,YouTube,satu kata buat evos di game ke ngelepas poveus apa coba,"['satu', 'kata', 'buat', 'evos', 'di', 'game', 'ke', 'ngelepas', 'poveus', 'apa', 'coba']",1,2026-06-10,0
@eniindra1260,2026-06-10 17:07:34+00:00,"Evos kalau mau menang ganti itu exp, luke dari games 1 samapai selsai jdi dark sistem",5,YouTube,evos kalau mau menang ganti itu exp luke dari games samapai selsai jdi dark sistem,"['evos', 'kalau', 'mau', 'menang', 'ganti', 'itu', 'exp', 'luke', 'dari', 'games', 'samapai', 'selsai', 'jdi', 'dark', 'sistem']",1,2026-06-10,0
@eniindra1260,2026-06-10 17:06:26+00:00,Luke dark sistem,4,YouTube,luke dark sistem,"['luke', 'dark', 'sistem']",1,2026-06-10,4
@ZeronRyohei,2026-06-10 17:04:24+00:00,Pulung suaranya ngeden kaya orang lagi ribut 😂,6,YouTube,pulung suaranya ngeden kaya orang lagi ribut,"['pulung', 'suaranya', 'ngeden', 'kaya', 'orang', 'lagi', 'ribut']",1,2026-06-10,0
@NurMila-p9p,2026-06-10 17:02:12+00:00,RRQ DARKSISTEM BOT,1,YouTube,rrq darksistem bot,"['rrq', 'darksistem', 'bot']",1,2026-06-10,4
@evoSxbtr,2026-06-10 16:58:20+00:00,Mungkin tahun nya BTR semua divisi nya lolos ke turnamen internasional,4,YouTube,mungkin tahun nya btr semua divisi nya lolos ke turnamen internasional,"['mungkin', 'tahun', 'nya', 'btr', 'semua', 'divisi', 'nya', 'lolos', 'ke', 'turnamen', 'internasional']",1,2026-06-10,0
@HeriDevantara,2026-06-10 16:48:33+00:00,Luke kont,0,YouTube,luke kont,"['luke', 'kont']",0,2026-06-10,0
@yen9814,2026-06-10 16:47:02+00:00,"anjirr bosann banget liat , pick saber di mpl 🤣🤣 kayak grandmasterrr",1,YouTube,anjirr bosann banget liat pick saber di mpl kayak grandmasterrr,"['anjirr', 'bosann', 'banget', 'liat', 'pick', 'saber', 'di', 'mpl', 'kayak', 'grandmasterrr']",1,2026-06-10,0
@zulfiyeager6057,2026-06-10 16:45:51+00:00,Hertod efek is reall😂😂😂,14,YouTube,hertod efek is reall,"['hertod', 'efek', 'is', 'reall']",0,2026-06-10,6
@ElJuna-r3h,2026-06-10 16:37:24+00:00,Mampus kalah,1,YouTube,mampus kalah,"['mampus', 'kalah']",1,2026-06-10,0
@NazrilIrcham-y5l,2026-06-10 16:36:09+00:00,mampuaa😂,1,YouTube,mampuaa,['mampuaa'],0,2026-06-10,0
@JOHNDOE-do4rg,2026-06-10 16:29:59+00:00,3:12:21 mabok po iki wong kwkwkw matane kedip2 kaya make,2,YouTube,mabok po iki wong kwkwkw matane kedip kaya make,"['mabok', 'po', 'iki', 'wong', 'kwkwkw', 'matane', 'kedip', 'kaya', 'make']",1,2026-06-10,0
@RosliYusufEin,2026-06-10 16:26:12+00:00,EVOS DAN RRQ TUKAR PEMAIN TUKAR COACH TUKAR APA SAJA MUSTAHIL FINAL ...EVOS DAN RRQ HANYA MAMPU KENANG SEJARAH SILAM😂,1,YouTube,evos dan rrq tukar pemain tukar coach tukar apa saja mustahil final evos dan rrq hanya mampu kenang sejarah silam,"['evos', 'dan', 'rrq', 'tukar', 'pemain', 'tukar', 'coach', 'tukar', 'apa', 'saja', 'mustahil', 'final', 'evos', 'dan', 'rrq', 'hanya', 'mampu', 'kenang', 'sejarah', 'silam']",1,2026-06-10,0
@Kazan-q6v,2026-06-10 16:14:02+00:00,Remember! No Luke Have party..🎉,10,YouTube,remember no luke have party,"['remember', 'no', 'luke', 'have', 'party']",0,2026-06-10,0
@NanaNana-x4l,2026-06-10 16:11:04+00:00,Gue dukung BTR LOLOS MSC,1,YouTube,saya dukung btr lolos msc,"['saya', 'dukung', 'btr', 'lolos', 'msc']",1,2026-06-10,-1
@Adakdh,2026-06-10 16:08:48+00:00,Ini serius nih mpl playoff viewsnya ga sampek 5jt?,0,YouTube,ini serius nih mpl playoff viewsnya tidak sampek jt,"['ini', 'serius', 'nih', 'mpl', 'playoff', 'viewsnya', 'tidak', 'sampek', 'jt']",1,2026-06-10,0
@SunMoonGalaxy,2026-06-10 16:08:08+00:00,Erlan masih aja di mainin mm gblk gitu juga,0,YouTube,erlan masih aja di mainin mm gblk gitu juga,"['erlan', 'masih', 'aja', 'di', 'mainin', 'mm', 'gblk', 'gitu', 'juga']",1,2026-06-10,0
@samakarifin5739,2026-06-10 16:07:59+00:00,Mendng gagot atau hilda,1,YouTube,mendng gagot atau hilda,"['mendng', 'gagot', 'atau', 'hilda']",0,2026-06-10,0
@samakarifin5739,2026-06-10 16:07:36+00:00,Attlas gak maen malah di pic evos evos,1,YouTube,attlas tidak maen malah di pic evos evos,"['attlas', 'tidak', 'maen', 'malah', 'di', 'pic', 'evos', 'evos']",0,2026-06-10,0
@JnkzBoy,2026-06-10 16:06:05+00:00,"3kata lucu, evos mode playoff",1,YouTube,kata lucu evos mode playoff,"['kata', 'lucu', 'evos', 'mode', 'playoff']",1,2026-06-10,0
@haristoanggara9500,2026-06-10 16:05:44+00:00,Pak pulung suka ngomong kecepatan trus belepotan jadi gak jelas ngomong apa agak kureng jdi nontonnya,17,YouTube,pak pulung suka ngomong kecepatan trus belepotan jadi tidak jelas ngomong apa agak kureng jdi nontonnya,"['pak', 'pulung', 'suka', 'ngomong', 'kecepatan', 'trus', 'belepotan', 'jadi', 'tidak', 'jelas', 'ngomong', 'apa', 'agak', 'kureng', 'jdi', 'nontonnya']",1,2026-06-10,0
@saud552,2026-06-10 16:05:33+00:00,9:21:34 full rap,3,YouTube,full rap,"['full', 'rap']",0,2026-06-10,0
@Football90-Y,2026-06-10 15:56:20+00:00,Akankah BTR akan Mengikuti jejak AE season 16,52,YouTube,akankah btr akan mengikuti jejak ae season,"['akankah', 'btr', 'akan', 'mengikuti', 'jejak', 'ae', 'season']",0,2026-06-10,0
@muhamadfkri,2026-06-10 15:53:20+00:00,"AKATSUKI RC
6:33:11
6:38:34",9,YouTube,akatsuki rc,"['akatsuki', 'rc']",0,2026-06-10,0
